     +0.0428      +0.4548
     +0.3014      +0.7410
     +0.0086      +0.3044
     +0.0336      +0.4280
     +0.1770      +0.6487
     +0.0098      +0.3150
     +0.0634      +0.5017
     +0.8911      +0.9716
     +0.3547      +0.7717
     +0.0501      +0.4732
     +1.4417      +1.0958
     +0.0000      +0.0571
     +2.2755      +1.2282
     +0.0056      +0.2738
     +0.1012      +0.5641
     +0.2927      +0.7355
     +0.3625      +0.7759
     +0.7065      +0.9168
     +0.5839      +0.8741
     +1.3349      +1.0749
     +0.0263      +0.4029
     +0.1656      +0.6379
     +0.3149      +0.7491
     +0.1950      +0.6645
     +0.3450      +0.7664
     +0.0010      +0.1781
     +0.1656      +0.6379
     +3.6298      +1.3803
     +0.0886      +0.5456
     +0.0004      +0.1414
     +0.0004      +0.1372
     +0.0904      +0.5483
     +0.1080      +0.5733
     +0.0355      +0.4340
     +0.0688      +0.5122
     +0.1551      +0.6276
     +0.2956      +0.7373
     +0.0329      +0.4259
     +0.0269      +0.4051
     +0.2113      +0.6780
     +0.0366      +0.4372
     +0.0005      +0.1498
     +1.6475      +1.1329
     +0.0093      +0.3105
     +0.5411      +0.8577
     +7.5996      +1.6603
     +0.0052      +0.2686
     +0.0019      +0.2087
     +0.0952      +0.5555
     +0.8452      +0.9588
     +0.0295      +0.4145
     +2.0831      +1.2014
     +0.1635      +0.6359
     +0.5834      +0.8740
     +0.0484      +0.4690
     +0.4930      +0.8379
     +0.1184      +0.5866
     +0.0005      +0.1493
     +0.1446      +0.6167
     +0.6888      +0.9110
     +0.0278      +0.4082
     +0.0221      +0.3855
     +0.0833      +0.5372
     +0.5144      +0.8469
     +0.0201      +0.3767
     +1.1563      +1.0370
     +0.2981      +0.7389
     +0.0442      +0.4585
     +0.4174      +0.8038
     +1.4724      +1.1016
     +0.3233      +0.7540
     +1.6061      +1.1258
     +0.0145      +0.3472
     +0.3022      +0.7414
     +0.0134      +0.3403
     +0.1033      +0.5670
     +0.2534      +0.7095
     +0.0014      +0.1920
     +0.4696      +0.8278
     +0.1015      +0.5645
     +0.2902      +0.7340
     +0.4264      +0.8081
     +0.0532      +0.4804
     +0.0006      +0.1534
     +0.0102      +0.3178
     +0.3588      +0.7739
     +0.1727      +0.6446
     +0.6339      +0.8923
     +1.9752      +1.1855
     +1.7124      +1.1439
     +0.1306      +0.6012
     +0.7641      +0.9349
     +1.3990      +1.0876
     +2.4273      +1.2482
     +0.0004      +0.1447
     +0.2694      +0.7205
     +0.1150      +0.5824
     +2.6006      +1.2699
     +0.2966      +0.7380
     +2.2472      +1.2244
     +0.0238      +0.3929
     +0.2361      +0.6971
     +0.0275      +0.4073
     +0.0029      +0.2326
     +0.4389      +0.8139
     +0.0005      +0.1480
     +0.0233      +0.3909
     +0.0058      +0.2763
     +0.0024      +0.2213
     +0.0140      +0.3441
     +0.4261      +0.8079
     +2.7584      +1.2887
     +0.0739      +0.5213
     +0.1896      +0.6598
     +0.0078      +0.2967
     +0.0941      +0.5539
     +0.5523      +0.8621
     +0.7261      +0.9231
     +0.0776      +0.5277
     +0.0025      +0.2243
     +2.6731      +1.2787
     +0.0043      +0.2558
     +0.4744      +0.8299
     +0.0174      +0.3632
     +0.0027      +0.2287
     +0.0741      +0.5217
     +0.7231      +0.9222
     +1.4747      +1.1020
     +0.0119      +0.3303
     +0.8323      +0.9551
     +0.2263      +0.6897
     +0.0209      +0.3804
     +0.0143      +0.3456
     +0.4842      +0.8342
     +1.0449      +1.0111
     +0.0147      +0.3481
     +0.5909      +0.8768
     +0.1624      +0.6348
     +0.0001      +0.0949
     +0.0007      +0.1610
     +1.5826      +1.1216
     +0.0385      +0.4431
     +0.2778      +0.7260
     +0.0381      +0.4419
     +0.1343      +0.6053
     +0.1174      +0.5854
     +0.3625      +0.7759
     +0.0417      +0.4519
     +0.2288      +0.6916
     +2.9335      +1.3087
     +0.0934      +0.5529
     +0.9116      +0.9771
     +0.0341      +0.4296
     +0.0005      +0.1530
     +0.0027      +0.2284
     +0.0793      +0.5307
     +0.2294      +0.6920
     +0.0392      +0.4448
     +1.0227      +1.0056
     +0.0049      +0.2642
     +0.0292      +0.4133
     +0.0378      +0.4409
     +1.7944      +1.1574
     +0.0338      +0.4289
     +0.0026      +0.2260
     +0.7304      +0.9245
     +0.1117      +0.5781
     +0.5148      +0.8471
     +0.0838      +0.5380
