     +0.2068      +0.0428
     +0.5490      +0.3014
     +0.0927      +0.0086
     +0.1832      +0.0336
     +0.4208      +0.1770
     +0.0992      +0.0098
     +0.2517      +0.0634
     +0.9440      +0.8911
     +0.5956      +0.3547
     +0.2239      +0.0501
     +1.2007      +1.4417
     +0.0033      +0.0000
     +1.5085      +2.2755
     +0.0749      +0.0056
     +0.3182      +0.1012
     +0.5410      +0.2927
     +0.6021      +0.3625
     +0.8405      +0.7065
     +0.7641      +0.5839
     +1.1554      +1.3349
     +0.1623      +0.0263
     +0.4069      +0.1656
     +0.5611      +0.3149
     +0.4415      +0.1950
     +0.5873      +0.3450
     +0.0317      +0.0010
     +0.4069      +0.1656
     +1.9052      +3.6298
     +0.2977      +0.0886
     +0.0200      +0.0004
     +0.0188      +0.0004
     +0.3007      +0.0904
     +0.3287      +0.1080
     +0.1883      +0.0355
     +0.2624      +0.0688
     +0.3938      +0.1551
     +0.5437      +0.2956
     +0.1814      +0.0329
     +0.1641      +0.0269
     +0.4597      +0.2113
     +0.1912      +0.0366
     +0.0225      +0.0005
     +1.2835      +1.6475
     +0.0964      +0.0093
     +0.7356      +0.5411
     +2.7567      +7.5996
     +0.0722      +0.0052
     +0.0436      +0.0019
     +0.3085      +0.0952
     +0.9194      +0.8452
     +0.1718      +0.0295
     +1.4433      +2.0831
     +0.4043      +0.1635
     +0.7638      +0.5834
     +0.2200      +0.0484
     +0.7021      +0.4930
     +0.3441      +0.1184
     +0.0223      +0.0005
     +0.3803      +0.1446
     +0.8299      +0.6888
     +0.1666      +0.0278
     +0.1486      +0.0221
     +0.2886      +0.0833
     +0.7172      +0.5144
     +0.1419      +0.0201
     +1.0753      +1.1563
     +0.5460      +0.2981
     +0.2103      +0.0442
     +0.6461      +0.4174
     +1.2134      +1.4724
     +0.5686      +0.3233
     +1.2673      +1.6061
     +0.1205      +0.0145
     +0.5497      +0.3022
     +0.1158      +0.0134
     +0.3215      +0.1033
     +0.5033      +0.2534
     +0.0368      +0.0014
     +0.6852      +0.4696
     +0.3186      +0.1015
     +0.5387      +0.2902
     +0.6530      +0.4264
     +0.2307      +0.0532
     +0.0235      +0.0006
     +0.1010      +0.0102
     +0.5990      +0.3588
     +0.4155      +0.1727
     +0.7962      +0.6339
     +1.4054      +1.9752
     +1.3086      +1.7124
     +0.3614      +0.1306
     +0.8741      +0.7641
     +1.1828      +1.3990
     +1.5580      +2.4273
     +0.0209      +0.0004
     +0.5191      +0.2694
     +0.3392      +0.1150
     +1.6126      +2.6006
     +0.5446      +0.2966
     +1.4991      +2.2472
     +0.1544      +0.0238
     +0.4859      +0.2361
     +0.1659      +0.0275
     +0.0541      +0.0029
     +0.6625      +0.4389
     +0.0219      +0.0005
     +0.1528      +0.0233
     +0.0764      +0.0058
     +0.0490      +0.0024
     +0.1184      +0.0140
     +0.6528      +0.4261
     +1.6608      +2.7584
     +0.2718      +0.0739
     +0.4354      +0.1896
     +0.0881      +0.0078
     +0.3068      +0.0941
     +0.7432      +0.5523
     +0.8521      +0.7261
     +0.2785      +0.0776
     +0.0503      +0.0025
     +1.6349      +2.6731
     +0.0654      +0.0043
     +0.6888      +0.4744
     +0.1319      +0.0174
     +0.0523      +0.0027
     +0.2722      +0.0741
     +0.8504      +0.7231
     +1.2144      +1.4747
     +0.1091      +0.0119
     +0.9123      +0.8323
     +0.4757      +0.2263
     +0.1447      +0.0209
     +0.1194      +0.0143
     +0.6959      +0.4842
     +1.0222      +1.0449
     +0.1212      +0.0147
     +0.7687      +0.5909
     +0.4030      +0.1624
     +0.0090      +0.0001
     +0.0259      +0.0007
     +1.2580      +1.5826
     +0.1963      +0.0385
     +0.5271      +0.2778
     +0.1952      +0.0381
     +0.3664      +0.1343
     +0.3427      +0.1174
     +0.6021      +0.3625
     +0.2042      +0.0417
     +0.4783      +0.2288
     +1.7127      +2.9335
     +0.3057      +0.0934
     +0.9548      +0.9116
     +0.1846      +0.0341
     +0.0234      +0.0005
     +0.0522      +0.0027
     +0.2816      +0.0793
     +0.4789      +0.2294
     +0.1979      +0.0392
     +1.0113      +1.0227
     +0.0698      +0.0049
     +0.1708      +0.0292
     +0.1944      +0.0378
     +1.3396      +1.7944
     +0.1840      +0.0338
     +0.0511      +0.0026
     +0.8546      +0.7304
     +0.3342      +0.1117
     +0.7175      +0.5148
     +0.2895      +0.0838
     +0.0996      +0.0099
     +0.1043      +0.0109
     +0.2304      +0.0531
     +1.1221      +1.2592
     +0.1164      +0.0136
     +0.6957      +0.4839
     +0.0887      +0.0079
     +1.3143      +1.7273
     +0.3752      +0.1408
     +0.3165      +0.1002
     +0.0894      +0.0080
     +0.0962      +0.0093
     +0.0974      +0.0095
     +0.1347      +0.0181
     +0.2281      +0.0520
     +0.4796      +0.2300
